feature,mean_abs_shap
EXT_SOURCE_MEAN,0.28587489703961144
CODE_GENDER_WOE,0.09965240415188989
EXT_SOURCE_MIN,0.09747479930420681
ANNUITY_TO_CREDIT,0.0959122018241812
pos_future_instalment_ratio,0.08679108035751275
EXT_SOURCE_MAX,0.08071619151375979
NAME_EDUCATION_TYPE_WOE,0.07160694022574257
CREDIT_TO_GOODS,0.06843470270562388
ORGANIZATION_TYPE_WOE,0.06611295083225213
OWN_CAR_AGE,0.06518908832849839
